"collection","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GO","GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME",5.14725105177693e-24,3.48571841226334e-20,1.27091304449619,0.652509544615799,2.7840522497186,164,"ENSG00000102738;ENSG00000162910;ENSG00000214026;ENSG00000198918;ENSG00000163584;ENSG00000171421;ENSG00000112306;ENSG00000181610;ENSG00000143947;ENSG00000166902;ENSG00000265681;ENSG00000112651;ENSG00000177954;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000150991;ENSG00000100316;ENSG00000172590;ENSG00000145425;ENSG00000144713;ENSG00000166441;ENSG00000125445;ENSG00000144029;ENSG00000138326;ENSG00000204568;ENSG00000124614;ENSG00000198034;ENSG00000105364;ENSG00000182774;ENSG00000171858;ENSG00000174547;ENSG00000231500;ENSG00000130255;ENSG00000161016;ENSG00000170889;ENSG00000115268;ENSG00000109475;ENSG00000172172;ENSG00000186468;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000105193;ENSG00000177600;ENSG00000074071;ENSG00000089157;ENSG00000096080;ENSG00000241343;ENSG00000134419;ENSG00000142676;ENSG00000142937;ENSG00000105640;ENSG00000163923;ENSG00000164587;ENSG00000136942;ENSG00000183617;ENSG00000149806;ENSG00000062582;ENSG00000233927;ENSG00000239789;ENSG00000110700;ENSG00000145592;ENSG00000168028;ENSG00000122406;ENSG00000213741;ENSG00000111639;ENSG00000197756;ENSG00000182180;ENSG00000143314;ENSG00000174444;ENSG00000180992;ENSG00000108107;ENSG00000171863;ENSG00000086504;ENSG00000083845;ENSG00000137818;ENSG00000101278;ENSG00000188846;ENSG00000242485;ENSG00000105372;ENSG00000071082;ENSG00000131469;ENSG00000262814;ENSG00000163319;ENSG00000008988;ENSG00000165502;ENSG00000162244;ENSG00000129824;ENSG00000182899;ENSG00000116898;ENSG00000130312;ENSG00000156482;ENSG00000147604;ENSG00000148303;ENSG00000197728;ENSG00000118181;ENSG00000136522;ENSG00000140988;ENSG00000142534;ENSG00000221983;ENSG00000259494;ENSG00000198242;ENSG00000125691;ENSG00000161970;ENSG00000149273;ENSG00000169288;ENSG00000089009;ENSG00000147403;ENSG00000187608;ENSG00000116221;ENSG00000055950;ENSG00000122140"
"GO","GOCC_RIBOSOMAL_SUBUNIT",3.13750807337093e-23,1.0623602336434e-19,1.24623277191648,0.629589084246558,2.71507597594297,178,"ENSG00000102738;ENSG00000162910;ENSG00000214026;ENSG00000198918;ENSG00000171421;ENSG00000112306;ENSG00000181610;ENSG00000175756;ENSG00000143947;ENSG00000166902;ENSG00000265681;ENSG00000112651;ENSG00000177954;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000100316;ENSG00000172590;ENSG00000145425;ENSG00000144713;ENSG00000166441;ENSG00000125445;ENSG00000144029;ENSG00000138326;ENSG00000204568;ENSG00000124614;ENSG00000198034;ENSG00000105364;ENSG00000182774;ENSG00000171858;ENSG00000174547;ENSG00000231500;ENSG00000130255;ENSG00000161016;ENSG00000170889;ENSG00000115268;ENSG00000109475;ENSG00000172172;ENSG00000186468;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000105193;ENSG00000177600;ENSG00000074071;ENSG00000089157;ENSG00000204628;ENSG00000096080;ENSG00000241343;ENSG00000134419;ENSG00000142676;ENSG00000142937;ENSG00000105640;ENSG00000163923;ENSG00000164587;ENSG00000136942;ENSG00000183617;ENSG00000149806;ENSG00000062582;ENSG00000233927;ENSG00000239789;ENSG00000204822;ENSG00000110700;ENSG00000145592;ENSG00000168028;ENSG00000122406;ENSG00000213741;ENSG00000111639;ENSG00000197756;ENSG00000182180;ENSG00000143314;ENSG00000174444;ENSG00000180992;ENSG00000167862;ENSG00000108107;ENSG00000171863;ENSG00000086504;ENSG00000083845;ENSG00000137818;ENSG00000101278;ENSG00000188846;ENSG00000242485;ENSG00000105372;ENSG00000071082;ENSG00000204316;ENSG00000131469;ENSG00000262814;ENSG00000163319;ENSG00000008988;ENSG00000165502;ENSG00000162244;ENSG00000129824;ENSG00000182899;ENSG00000116898;ENSG00000130312;ENSG00000156482;ENSG00000147604;ENSG00000148303;ENSG00000197728;ENSG00000118181;ENSG00000136522;ENSG00000125901;ENSG00000140988;ENSG00000142534;ENSG00000221983;ENSG00000259494;ENSG00000198242;ENSG00000125691;ENSG00000161970;ENSG00000102317;ENSG00000149273;ENSG00000169288;ENSG00000147586;ENSG00000089009;ENSG00000147403;ENSG00000185608;ENSG00000116221;ENSG00000055950;ENSG00000122140"
"GO","GOCC_RIBOSOME",2.74433618730593e-17,6.19488155347859e-14,1.07686819261983,0.543236477532084,2.40925708771647,228,"ENSG00000102738;ENSG00000162910;ENSG00000214026;ENSG00000198918;ENSG00000145335;ENSG00000163584;ENSG00000198208;ENSG00000171421;ENSG00000112306;ENSG00000181610;ENSG00000175756;ENSG00000143947;ENSG00000166902;ENSG00000265681;ENSG00000112651;ENSG00000177954;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000150991;ENSG00000100316;ENSG00000172590;ENSG00000145425;ENSG00000144713;ENSG00000166441;ENSG00000100902;ENSG00000125445;ENSG00000144029;ENSG00000138326;ENSG00000204568;ENSG00000124614;ENSG00000198034;ENSG00000105364;ENSG00000182774;ENSG00000171858;ENSG00000174547;ENSG00000231500;ENSG00000130255;ENSG00000161016;ENSG00000170889;ENSG00000115268;ENSG00000109475;ENSG00000172172;ENSG00000186468;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000105193;ENSG00000177600;ENSG00000074071;ENSG00000089157;ENSG00000204628;ENSG00000096080;ENSG00000241343;ENSG00000134419;ENSG00000142676;ENSG00000142937;ENSG00000105640;ENSG00000163923;ENSG00000148824;ENSG00000164587;ENSG00000136942;ENSG00000183617;ENSG00000149806;ENSG00000062582;ENSG00000233927;ENSG00000239789;ENSG00000204822;ENSG00000110700;ENSG00000125844;ENSG00000145592;ENSG00000168028;ENSG00000122406;ENSG00000213741;ENSG00000111639;ENSG00000197756;ENSG00000182180;ENSG00000143314;ENSG00000174444;ENSG00000180992;ENSG00000167862;ENSG00000108107;ENSG00000171863;ENSG00000086504;ENSG00000083845;ENSG00000022840;ENSG00000137818;ENSG00000101278;ENSG00000188846;ENSG00000242485;ENSG00000105372;ENSG00000071082;ENSG00000167962;ENSG00000204316;ENSG00000131469;ENSG00000262814;ENSG00000163319;ENSG00000008988;ENSG00000165502;ENSG00000162244;ENSG00000129824;ENSG00000182899;ENSG00000116898;ENSG00000130312;ENSG00000169297;ENSG00000100823;ENSG00000156482;ENSG00000089127;ENSG00000147604;ENSG00000148303;ENSG00000197728;ENSG00000118181;ENSG00000136522;ENSG00000125901;ENSG00000140988;ENSG00000142534;ENSG00000221983;ENSG00000259494;ENSG00000198242;ENSG00000125691;ENSG00000161970;ENSG00000101181;ENSG00000102317;ENSG00000149273;ENSG00000169288;ENSG00000100325;ENSG00000147586;ENSG00000089009;ENSG00000147403;ENSG00000187608;ENSG00000185608;ENSG00000116221;ENSG00000055950;ENSG00000122140"
"GO","GOBP_CYTOPLASMIC_TRANSLATION",1.25507853782755e-14,2.12484796454204e-11,0.986546283587582,0.561308214501316,2.40998269087662,172,"ENSG00000205609;ENSG00000198918;ENSG00000163584;ENSG00000108591;ENSG00000232119;ENSG00000112306;ENSG00000143947;ENSG00000135632;ENSG00000265681;ENSG00000177954;ENSG00000100353;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000100316;ENSG00000175390;ENSG00000104529;ENSG00000145425;ENSG00000144713;ENSG00000166441;ENSG00000138326;ENSG00000124614;ENSG00000198034;ENSG00000182774;ENSG00000171858;ENSG00000231500;ENSG00000130255;ENSG00000161016;ENSG00000170889;ENSG00000115268;ENSG00000132478;ENSG00000109475;ENSG00000186468;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000197181;ENSG00000105193;ENSG00000177600;ENSG00000089157;ENSG00000204628;ENSG00000115211;ENSG00000241343;ENSG00000134419;ENSG00000142676;ENSG00000142937;ENSG00000105640;ENSG00000163923;ENSG00000164587;ENSG00000136942;ENSG00000149806;ENSG00000233927;ENSG00000125457;ENSG00000110700;ENSG00000145592;ENSG00000168028;ENSG00000122406;ENSG00000213741;ENSG00000178982;ENSG00000131171;ENSG00000111832;ENSG00000197756;ENSG00000145191;ENSG00000174444;ENSG00000198492;ENSG00000108107;ENSG00000171863;ENSG00000083845;ENSG00000111640;ENSG00000137818;ENSG00000161960;ENSG00000188846;ENSG00000105372;ENSG00000071082;ENSG00000131469;ENSG00000008988;ENSG00000165502;ENSG00000162244;ENSG00000182899;ENSG00000105221;ENSG00000100226;ENSG00000156482;ENSG00000147604;ENSG00000148303;ENSG00000197728;ENSG00000118181;ENSG00000140988;ENSG00000142534;ENSG00000084623;ENSG00000221983;ENSG00000198242;ENSG00000173933;ENSG00000125691;ENSG00000130811;ENSG00000161970"
"GO","GOCC_LARGE_RIBOSOMAL_SUBUNIT",6.60011547283175e-14,8.93919639640332e-11,0.954541630725724,0.624173078118828,2.51828862824941,109,"ENSG00000162910;ENSG00000214026;ENSG00000198918;ENSG00000171421;ENSG00000166902;ENSG00000265681;ENSG00000112651;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000100316;ENSG00000172590;ENSG00000144713;ENSG00000166441;ENSG00000105364;ENSG00000174547;ENSG00000130255;ENSG00000161016;ENSG00000109475;ENSG00000172172;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000177600;ENSG00000089157;ENSG00000096080;ENSG00000241343;ENSG00000142676;ENSG00000105640;ENSG00000163923;ENSG00000136942;ENSG00000183617;ENSG00000204822;ENSG00000145592;ENSG00000122406;ENSG00000111639;ENSG00000197756;ENSG00000143314;ENSG00000174444;ENSG00000180992;ENSG00000167862;ENSG00000108107;ENSG00000086504;ENSG00000137818;ENSG00000188846;ENSG00000242485;ENSG00000071082;ENSG00000204316;ENSG00000131469;ENSG00000262814;ENSG00000165502;ENSG00000162244;ENSG00000182899;ENSG00000130312;ENSG00000156482;ENSG00000147604;ENSG00000148303;ENSG00000136522;ENSG00000221983;ENSG00000259494;ENSG00000198242;ENSG00000125691;ENSG00000161970;ENSG00000102317;ENSG00000169288;ENSG00000089009;ENSG00000147403;ENSG00000185608;ENSG00000116221;ENSG00000055950"
"GO","GOCC_CYTOSOLIC_RIBOSOME",4.29516362263032e-13,4.84780800874209e-10,0.932595211336209,0.601887042980273,2.44997609257692,116,"ENSG00000198918;ENSG00000112306;ENSG00000143947;ENSG00000265681;ENSG00000177954;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000150991;ENSG00000100316;ENSG00000145425;ENSG00000144713;ENSG00000166441;ENSG00000138326;ENSG00000124614;ENSG00000198034;ENSG00000182774;ENSG00000171858;ENSG00000231500;ENSG00000130255;ENSG00000161016;ENSG00000170889;ENSG00000115268;ENSG00000109475;ENSG00000186468;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000105193;ENSG00000177600;ENSG00000089157;ENSG00000204628;ENSG00000241343;ENSG00000134419;ENSG00000142676;ENSG00000142937;ENSG00000105640;ENSG00000163923;ENSG00000164587;ENSG00000136942;ENSG00000149806;ENSG00000233927;ENSG00000110700;ENSG00000145592;ENSG00000168028;ENSG00000122406;ENSG00000213741;ENSG00000197756;ENSG00000174444;ENSG00000108107;ENSG00000171863;ENSG00000083845;ENSG00000022840;ENSG00000137818;ENSG00000101278;ENSG00000188846;ENSG00000105372;ENSG00000071082;ENSG00000167962;ENSG00000131469;ENSG00000008988;ENSG00000165502;ENSG00000162244;ENSG00000129824;ENSG00000182899;ENSG00000156482;ENSG00000147604;ENSG00000148303;ENSG00000197728;ENSG00000118181;ENSG00000140988;ENSG00000142534;ENSG00000221983;ENSG00000198242;ENSG00000125691;ENSG00000161970;ENSG00000149273;ENSG00000100325;ENSG00000089009;ENSG00000147403;ENSG00000187608"
"GO","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",1.04837994620722e-12,1.01423271367362e-09,0.910119734774459,0.727323871854137,2.60001633754722,55,"ENSG00000198918;ENSG00000265681;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000100316;ENSG00000144713;ENSG00000166441;ENSG00000130255;ENSG00000161016;ENSG00000109475;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000177600;ENSG00000089157;ENSG00000241343;ENSG00000142676;ENSG00000105640;ENSG00000163923;ENSG00000136942;ENSG00000145592;ENSG00000122406;ENSG00000197756;ENSG00000174444;ENSG00000108107;ENSG00000137818;ENSG00000188846;ENSG00000071082;ENSG00000131469;ENSG00000165502;ENSG00000162244;ENSG00000182899;ENSG00000156482;ENSG00000147604;ENSG00000148303;ENSG00000221983;ENSG00000198242;ENSG00000125691;ENSG00000161970"
"GO","GOCC_SMALL_RIBOSOMAL_SUBUNIT",2.7014864722969e-10,2.28680829879932e-07,0.814035837847908,0.635626549676294,2.38135474812872,72,"ENSG00000102738;ENSG00000112306;ENSG00000181610;ENSG00000175756;ENSG00000143947;ENSG00000177954;ENSG00000145425;ENSG00000125445;ENSG00000144029;ENSG00000138326;ENSG00000204568;ENSG00000124614;ENSG00000198034;ENSG00000182774;ENSG00000171858;ENSG00000231500;ENSG00000170889;ENSG00000115268;ENSG00000186468;ENSG00000105193;ENSG00000074071;ENSG00000204628;ENSG00000096080;ENSG00000134419;ENSG00000142937;ENSG00000164587;ENSG00000149806;ENSG00000062582;ENSG00000233927;ENSG00000239789;ENSG00000110700;ENSG00000168028;ENSG00000213741;ENSG00000182180;ENSG00000171863;ENSG00000083845;ENSG00000101278;ENSG00000105372;ENSG00000163319;ENSG00000008988;ENSG00000129824;ENSG00000116898;ENSG00000197728;ENSG00000118181;ENSG00000125901;ENSG00000140988;ENSG00000142534"
"GO","GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",4.318809630915e-10,3.24966431339515e-07,0.814035837847908,0.708294338593913,2.46840918157911,49,"ENSG00000198918;ENSG00000265681;ENSG00000197958;ENSG00000167526;ENSG00000108298;ENSG00000144713;ENSG00000166441;ENSG00000130255;ENSG00000161016;ENSG00000109475;ENSG00000172809;ENSG00000142541;ENSG00000163682;ENSG00000114391;ENSG00000122026;ENSG00000063177;ENSG00000198755;ENSG00000177600;ENSG00000089157;ENSG00000241343;ENSG00000142676;ENSG00000105640;ENSG00000136942;ENSG00000145592;ENSG00000122406;ENSG00000197756;ENSG00000174444;ENSG00000108107;ENSG00000137818;ENSG00000188846;ENSG00000071082;ENSG00000131469;ENSG00000162244;ENSG00000182899;ENSG00000156482;ENSG00000147604;ENSG00000148303;ENSG00000221983;ENSG00000198242;ENSG00000125691"
"GO","GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",6.88865043553032e-10,4.66499407494114e-07,0.801215574617779,-0.374145850916514,-1.81620602548805,421,"ENSG00000152377;ENSG00000053108;ENSG00000171517;ENSG00000171094;ENSG00000109756;ENSG00000114166;ENSG00000114251;ENSG00000124126;ENSG00000115414;ENSG00000117280;ENSG00000116106;ENSG00000138311;ENSG00000134909;ENSG00000135298;ENSG00000154096;ENSG00000010810;ENSG00000185924;ENSG00000198947;ENSG00000204099;ENSG00000107290;ENSG00000115993;ENSG00000138411;ENSG00000058866;ENSG00000138623;ENSG00000004468;ENSG00000165527;ENSG00000125249;ENSG00000112175;ENSG00000099250;ENSG00000165323;ENSG00000156299;ENSG00000169032;ENSG00000171533;ENSG00000138760;ENSG00000007944;ENSG00000168389;ENSG00000078699;ENSG00000131711;ENSG00000114315;ENSG00000176749;ENSG00000145868;ENSG00000078018;ENSG00000018236;ENSG00000170385;ENSG00000145147;ENSG00000080644;ENSG00000127870;ENSG00000172197;ENSG00000167178;ENSG00000119283;ENSG00000134313;ENSG00000218336;ENSG00000107104;ENSG00000166170;ENSG00000275342;ENSG00000127603;ENSG00000108061;ENSG00000165802;ENSG00000130203;ENSG00000139116;ENSG00000163558;ENSG00000153266;ENSG00000091129;ENSG00000118200;ENSG00000112902;ENSG00000157764;ENSG00000151490;ENSG00000172461;ENSG00000040341;ENSG00000112715;ENSG00000163785;ENSG00000153707;ENSG00000008086;ENSG00000136040;ENSG00000123268;ENSG00000183762;ENSG00000105711;ENSG00000154310;ENSG00000166579;ENSG00000107779;ENSG00000102572;ENSG00000106460;ENSG00000115297;ENSG00000097007;ENSG00000164961;ENSG00000174953;ENSG00000082701;ENSG00000151239;ENSG00000137872;ENSG00000067141;ENSG00000003402;ENSG00000133104;ENSG00000007168;ENSG00000120332;ENSG00000105426;ENSG00000100503;ENSG00000185008;ENSG00000135387;ENSG00000169855;ENSG00000066084;ENSG00000125676;ENSG00000162676;ENSG00000125266;ENSG00000149557;ENSG00000122859;ENSG00000173406;ENSG00000152208;ENSG00000004399;ENSG00000156642;ENSG00000198576;ENSG00000100393;ENSG00000099942;ENSG00000068971;ENSG00000066735;ENSG00000055917;ENSG00000204217;ENSG00000187764;ENSG00000148660;ENSG00000063015;ENSG00000157193;ENSG00000196396;ENSG00000157240;ENSG00000105186;ENSG00000198742;ENSG00000198825;ENSG00000183049;ENSG00000131095;ENSG00000198908;ENSG00000198799;ENSG00000066248;ENSG00000115355;ENSG00000075213;ENSG00000166949;ENSG00000006740;ENSG00000186907;ENSG00000143418;ENSG00000184349;ENSG00000160007;ENSG00000138814;ENSG00000103319;ENSG00000104967;ENSG00000047597;ENSG00000184304;ENSG00000005810;ENSG00000169330;ENSG00000136603;ENSG00000139220;ENSG00000182580;ENSG00000148053;ENSG00000163110;ENSG00000180370;ENSG00000175745;ENSG00000143322;ENSG00000184402;ENSG00000144724;ENSG00000182704;ENSG00000010319;ENSG00000197892;ENSG00000184014;ENSG00000069869;ENSG00000151615;ENSG00000181754;ENSG00000163291;ENSG00000101126;ENSG00000113657;ENSG00000174804;ENSG00000102383;ENSG00000112697;ENSG00000117598;ENSG00000149658;ENSG00000169306;ENSG00000091409;ENSG00000115310;ENSG00000186868;ENSG00000117385;ENSG00000116473;ENSG00000065320;ENSG00000039068;ENSG00000106683;ENSG00000132932;ENSG00000104332;ENSG00000066032;ENSG00000147852;ENSG00000162733"
